"K","M","d","D","e","t","time","n50","largest","brm_paired","rba_result"
21,1,0,4,7,2,48.324356556,203,1639,16589,150
21,1,0,4,7,7,49.179283438,203,1639,16589,150
21,1,0,4,7,12,50.664587454,203,1639,16589,150
21,1,0,4,12,2,49.549326229,192,1556,13082,92
21,1,0,4,12,7,47.843882274,192,1556,13082,92
21,1,0,4,12,12,48.992387927,192,1556,13082,92
21,1,0,4,2,2,48.632834744,180,2065,29856,827
21,1,0,4,2,7,50.081962471,180,2065,29856,827
21,1,0,4,2,12,49.94739192,180,2065,29856,827
21,1,0,4,7,2,49.189203441,203,1639,16589,150
21,1,0,4,7,7,48.369171905,203,1639,16589,150
21,1,0,4,7,12,50.117391348,203,1639,16589,150
21,1,0,4,12,2,47.885478777,192,1556,13082,92
21,1,0,4,12,7,48.231832279,192,1556,13082,92
21,1,0,4,12,12,48.517488997,192,1556,13082,92
21,1,0,6,2,2,52.222956113,180,2065,29856,827
21,1,0,6,2,7,51.53892357,180,2065,29856,827
21,1,0,6,2,12,47.551168863,180,2065,29856,826
21,1,0,6,7,2,47.439792105,203,1639,16589,150
21,1,0,6,7,7,48.46789785,203,1639,16589,151
21,1,0,6,7,12,49.130872497,203,1639,16589,150
21,1,0,6,12,2,49.946967855,192,1556,13082,91
21,1,0,6,12,7,51.409313029,192,1556,13082,92
21,1,0,6,12,12,49.046164379,192,1556,13082,92
21,1,0,6,2,2,49.213409181,180,2065,29856,827
21,1,0,6,2,7,49.617871507,180,2065,29856,827
21,1,0,6,2,12,49.055112493,180,2065,29856,827
21,1,0,6,7,2,47.659980634,203,1639,16589,150
21,1,0,6,7,7,51.424564446,203,1639,16589,150
21,1,0,6,7,12,51.728722418,203,1639,16589,151
21,1,0,6,12,2,49.018135683,192,1556,13082,92
21,1,0,6,12,7,48.255028779,192,1556,13082,92
21,1,0,6,12,12,49.957535914,192,1556,13082,92
21,1,0,6,2,2,49.825938723,180,2065,29856,828
21,1,0,6,2,7,50.371637501,180,2065,29856,827
21,1,0,6,2,12,50.793714434,180,2065,29856,827
21,1,0,6,7,2,49.244935898,203,1639,16589,150
21,1,0,6,7,7,48.716343735,203,1639,16589,150
21,1,0,6,7,12,51.985479009,203,1639,16589,150
21,1,0,6,12,2,53.480738266,192,1556,13082,92
21,1,0,6,12,7,56.273716424,192,1556,13082,92
21,1,0,6,12,12,56.31302803,192,1556,13082,92
21,1,2,0,2,2,20.934767849,152,1756,22827,352
21,1,2,0,2,7,24.367522599,152,1756,22827,352
21,1,2,0,2,12,28.490380112,152,1756,22827,352
21,1,2,0,7,2,29.868474205,300,1763,19912,194
21,1,2,0,7,7,29.10240034,300,1763,19912,193
21,1,2,0,7,12,30.886245437,300,1763,19912,194
21,1,2,0,12,2,30.77637229,557,1447,16595,90
21,1,2,0,12,7,31.667519701,557,1447,16595,90
21,1,2,0,12,12,30.626057895,557,1447,16595,90
21,1,2,0,2,2,30.96353972,152,1756,22827,352
21,1,2,0,2,7,31.049504939,152,1756,22827,352
21,1,2,0,2,12,31.915413627,152,1756,22827,352
21,1,2,0,7,2,31.419300115,300,1763,19912,194
21,1,2,0,7,7,30.07355545,300,1763,19912,194
21,1,2,0,7,12,32.311174045,300,1763,19912,194
21,1,2,0,12,2,31.157622392,557,1447,16595,90
21,1,2,0,12,7,29.591611702,557,1447,16595,90
21,1,2,0,12,12,28.557905863,557,1447,16595,90
21,1,2,0,2,2,32.020757775,152,1756,22827,352
21,1,2,0,2,7,32.191673846,152,1756,22827,353
21,1,2,0,2,12,30.370134863,152,1756,22827,351
21,1,2,0,7,2,29.489525405,300,1763,19912,194
21,1,2,0,7,7,30.59627832,300,1763,19912,194
21,1,2,0,7,12,29.822274545,300,1763,19912,194
21,1,2,0,12,2,30.177272556,557,1447,16595,90
21,1,2,0,12,7,30.426148901,557,1447,16595,90
21,1,2,0,12,12,30.340410886,557,1447,16595,90
21,1,2,2,2,2,31.787664579,152,1756,22827,352
21,1,2,2,2,7,30.438627108,152,1756,22827,352
21,1,2,2,2,12,30.141459953,152,1756,22827,352
21,1,2,2,7,2,30.132340082,300,1763,19912,194
21,1,2,2,7,7,30.890822779,300,1763,19912,194
21,1,2,2,7,12,30.975363137,300,1763,19912,194
21,1,2,2,12,2,29.025732998,557,1447,16595,90
21,1,2,2,12,7,30.094002557,557,1447,16595,91
21,1,2,2,12,12,30.159036954,557,1447,16595,90
21,1,2,2,2,2,30.249076914,152,1756,22827,351
21,1,2,2,2,7,30.250624859,152,1756,22827,352
21,1,2,2,2,12,29.887441307,152,1756,22827,352
21,1,2,2,7,2,29.181950222,300,1763,19912,195
21,1,2,2,7,7,30.112035305,300,1763,19912,194
21,1,2,2,7,12,30.412065128,300,1763,19912,194
21,1,2,2,12,2,29.691864024,557,1447,16595,90
21,1,2,2,12,7,29.814832752,557,1447,16595,90
21,1,2,2,12,12,29.55348848,557,1447,16595,91
21,1,2,2,2,2,30.446434022,152,1756,22827,352
21,1,2,2,2,7,31.111681104,152,1756,22827,352
21,1,2,2,2,12,30.289823502,152,1756,22827,353
21,1,2,2,7,2,29.298360662,300,1763,19912,195
21,1,2,2,7,7,29.511769333,300,1763,19912,194
21,1,2,2,7,12,29.645808316,300,1763,19912,194
21,1,2,2,12,2,29.653755724,557,1447,16595,90
21,1,2,2,12,7,29.330236101,557,1447,16595,90
21,1,2,2,12,12,30.021296485,557,1447,16595,90
21,1,2,4,2,2,30.79691742,152,1756,22827,352
21,1,2,4,2,7,31.532469163,152,1756,22827,351
21,1,2,4,2,12,31.097630934,152,1756,22827,352
21,1,2,4,7,2,30.002347237,300,1763,19912,193
21,1,2,4,7,7,29.943561524,300,1763,19912,194
21,1,2,4,7,12,28.793333176,300,1763,19912,193
21,1,2,4,12,2,29.062998816,557,1447,16595,90
21,1,2,4,12,7,29.693067315,557,1447,16595,90
21,1,2,4,12,12,29.359612762,557,1447,16595,89
21,1,2,4,2,2,29.319823228,152,1756,22827,351
21,1,2,4,2,7,31.257028767,152,1756,22827,353
21,1,2,4,2,12,31.814438341,152,1756,22827,352
21,1,2,4,7,2,29.148112223,300,1763,19912,193
21,1,2,4,7,7,29.334454669,300,1763,19912,193
21,1,2,4,7,12,29.516235961,300,1763,19912,194
21,1,2,4,12,2,29.210470549,557,1447,16595,90
21,1,2,4,12,7,29.895955441,557,1447,16595,90
21,1,2,4,12,12,29.073168664,557,1447,16595,90
21,1,2,4,2,2,30.199191484,152,1756,22827,352
21,1,2,4,2,7,29.607078516,152,1756,22827,352
21,1,2,4,2,12,30.929699372,152,1756,22827,352
21,1,2,4,7,2,30.561509195,300,1763,19912,194
21,1,2,4,7,7,30.281641441,300,1763,19912,194
21,1,2,4,7,12,30.711728842,300,1763,19912,194
21,1,2,4,12,2,28.911854766,557,1447,16595,90
21,1,2,4,12,7,29.398787345,557,1447,16595,90
21,1,2,4,12,12,29.066742031,557,1447,16595,90
21,1,2,6,2,2,31.720028334,152,1756,22827,352
21,1,2,6,2,7,31.395257975,152,1756,22827,352
21,1,2,6,2,12,31.829287012,152,1756,22827,352
21,1,2,6,7,2,29.591496111,300,1763,19912,194
21,1,2,6,7,7,32.024803978,300,1763,19912,194
21,1,2,6,7,12,29.951965078,300,1763,19912,195
21,1,2,6,12,2,30.01550974,557,1447,16595,90
21,1,2,6,12,7,31.211207859,557,1447,16595,90
21,1,2,6,12,12,31.031349199,557,1447,16595,90
21,1,2,6,2,2,32.011030238,152,1756,22827,352
21,1,2,6,2,7,31.433829611,152,1756,22827,352
21,1,2,6,2,12,31.196203636,152,1756,22827,352
21,1,2,6,7,2,30.546137345,300,1763,19912,194
21,1,2,6,7,7,31.598949791,300,1763,19912,194
21,1,2,6,7,12,31.423211178,300,1763,19912,194
21,1,2,6,12,2,31.626866722,557,1447,16595,89
21,1,2,6,12,7,30.768127842,557,1447,16595,90
21,1,2,6,12,12,30.341163222,557,1447,16595,90
21,1,2,6,2,2,31.703916803,152,1756,22827,352
21,1,2,6,2,7,31.990984466,152,1756,22827,352
21,1,2,6,2,12,32.061729083,152,1756,22827,351
21,1,2,6,7,2,32.569257716,300,1763,19912,194
21,1,2,6,7,7,30.168416555,300,1763,19912,195
21,1,2,6,7,12,30.328004597,300,1763,19912,194
21,1,2,6,12,2,29.323145557,557,1447,16595,90
21,1,2,6,12,7,31.221889243,557,1447,16595,90
21,1,2,6,12,12,31.037844746,557,1447,16595,90
21,1,4,0,2,2,29.212173008,173,1655,18856,189
21,1,4,0,2,7,31.746317586,173,1655,18856,189
21,1,4,0,2,12,30.136082449,173,1655,18856,189
21,1,4,0,7,2,29.973161348,184,1655,18653,180
21,1,4,0,7,7,29.366729096,184,1655,18653,181
21,1,4,0,7,12,29.878512508,184,1655,18653,182
21,1,4,0,12,2,29.156819687,379,1655,18062,109
21,1,4,0,12,7,30.966688139,379,1655,18062,110
21,1,4,0,12,12,30.151534519,379,1655,18062,110
21,1,4,0,2,2,29.879342892,173,1655,18856,189
21,1,4,0,2,7,29.723746979,173,1655,18856,189
21,1,4,0,2,12,28.95485536,173,1655,18856,190
21,1,4,0,7,2,29.850596154,184,1655,18653,181
21,1,4,0,7,7,30.944150299,184,1655,18653,181
21,1,4,0,7,12,30.00502288,184,1655,18653,181
21,1,4,0,12,2,28.692033571,379,1655,18062,110
21,1,4,0,12,7,29.558435221,379,1655,18062,112
21,1,4,0,12,12,29.327987583,379,1655,18062,110
21,1,4,0,2,2,29.81392543,173,1655,18856,189
21,1,4,0,2,7,30.67776411,173,1655,18856,189
21,1,4,0,2,12,30.586904178,173,1655,18856,189
21,1,4,0,7,2,29.782453648,184,1655,18653,181
21,1,4,0,7,7,28.041400917,184,1655,18653,181
21,1,4,0,7,12,29.204750036,184,1655,18653,182
21,1,4,0,12,2,30.164830492,379,1655,18062,110
21,1,4,0,12,7,30.533934574,379,1655,18062,110
21,1,4,0,12,12,30.580188299,379,1655,18062,110
21,1,4,2,2,2,30.268021233,173,1655,18856,189
21,1,4,2,2,7,28.518912263,173,1655,18856,189
21,1,4,2,2,12,29.139209587,173,1655,18856,190
21,1,4,2,7,2,29.263364757,184,1655,18653,181
21,1,4,2,7,7,29.356836742,184,1655,18653,181
21,1,4,2,7,12,29.973988637,184,1655,18653,181
21,1,4,2,12,2,30.178361333,379,1655,18062,110
21,1,4,2,12,7,29.330509883,379,1655,18062,110
21,1,4,2,12,12,30.559975986,379,1655,18062,111
21,1,4,2,2,2,29.982795179,173,1655,18856,189
21,1,4,2,2,7,30.741156749,173,1655,18856,189
21,1,4,2,2,12,31.225914498,173,1655,18856,189
21,1,4,2,7,2,30.469534693,184,1655,18653,181
21,1,4,2,7,7,28.931059749,184,1655,18653,181
21,1,4,2,7,12,29.656570371,184,1655,18653,181
21,1,4,2,12,2,30.975747559,379,1655,18062,110
21,1,4,2,12,7,29.829200474,379,1655,18062,110
21,1,4,2,12,12,31.284419808,379,1655,18062,110
21,1,4,2,2,2,31.640938889,173,1655,18856,189
21,1,4,2,2,7,29.113282167,173,1655,18856,189
21,1,4,2,2,12,29.680184744,173,1655,18856,189
21,1,4,2,7,2,29.627383173,184,1655,18653,181
21,1,4,2,7,7,31.668792199,184,1655,18653,181
21,1,4,2,7,12,31.015699273,184,1655,18653,181
21,1,4,2,12,2,31.397474158,379,1655,18062,110
21,1,4,2,12,7,30.804786299,379,1655,18062,110
21,1,4,2,12,12,28.954024078,379,1655,18062,110
21,1,4,4,2,2,29.789177274,173,1655,18856,189
21,1,4,4,2,7,29.97348336,173,1655,18856,189
21,1,4,4,2,12,31.840665156,173,1655,18856,189
21,1,4,4,7,2,30.287832865,184,1655,18653,181
21,1,4,4,7,7,30.08838694,184,1655,18653,181
21,1,4,4,7,12,29.68128265,184,1655,18653,182
21,1,4,4,12,2,29.265026867,379,1655,18062,110
21,1,4,4,12,7,30.480285093,379,1655,18062,110
21,1,4,4,12,12,29.937984002,379,1655,18062,109
21,1,4,4,2,2,30.810695206,173,1655,18856,189
21,1,4,4,2,7,29.275370059,173,1655,18856,189
21,1,4,4,2,12,30.643377155,173,1655,18856,189
21,1,4,4,7,2,28.201463134,184,1655,18653,181
21,1,4,4,7,7,30.378820943,184,1655,18653,181
21,1,4,4,7,12,29.735879574,184,1655,18653,181
21,1,4,4,12,2,29.661402847,379,1655,18062,110
21,1,4,4,12,7,30.010003461,379,1655,18062,110
21,1,4,4,12,12,28.395835465,379,1655,18062,110
21,1,4,4,2,2,28.44667112,173,1655,18856,189
21,1,4,4,2,7,30.946653023,173,1655,18856,189
21,1,4,4,2,12,30.429747601,173,1655,18856,189
21,1,4,4,7,2,30.314949572,184,1655,18653,181
21,1,4,4,7,7,30.71223623,184,1655,18653,181
21,1,4,4,7,12,29.810470318,184,1655,18653,182
21,1,4,4,12,2,27.398181812,379,1655,18062,110
21,1,4,4,12,7,29.821526125,379,1655,18062,110
21,1,4,4,12,12,29.708449598,379,1655,18062,110
21,1,4,6,2,2,29.980708135,173,1655,18856,189
21,1,4,6,2,7,29.702214783,173,1655,18856,188
21,1,4,6,2,12,30.474099904,173,1655,18856,190
21,1,4,6,7,2,27.581007426,184,1655,18653,181
21,1,4,6,7,7,30.001342049,184,1655,18653,181
21,1,4,6,7,12,29.236852363,184,1655,18653,181
21,1,4,6,12,2,29.975700864,379,1655,18062,110
21,1,4,6,12,7,29.864322532,379,1655,18062,110
21,1,4,6,12,12,28.835201976,379,1655,18062,110
21,1,4,6,2,2,28.994313528,173,1655,18856,189
21,1,4,6,2,7,30.462065316,173,1655,18856,189
21,1,4,6,2,12,29.050551652,173,1655,18856,189
21,1,4,6,7,2,30.302658021,184,1655,18653,181
21,1,4,6,7,7,31.109086613,184,1655,18653,181
21,1,4,6,7,12,30.509438214,184,1655,18653,181
21,1,4,6,12,2,26.814410446,379,1655,18062,109
21,1,4,6,12,7,29.794420544,379,1655,18062,110
21,1,4,6,12,12,30.633210558,379,1655,18062,110
21,1,4,6,2,2,28.614586844,173,1655,18856,189
21,1,4,6,2,7,30.238351683,173,1655,18856,189
21,1,4,6,2,12,29.350336593,173,1655,18856,189
21,1,4,6,7,2,30.194178421,184,1655,18653,181
21,1,4,6,7,7,29.64576974,184,1655,18653,181
21,1,4,6,7,12,29.008845385,184,1655,18653,180
21,1,4,6,12,2,28.510241801,379,1655,18062,110
21,1,4,6,12,7,31.515595412,379,1655,18062,110
21,1,4,6,12,12,29.934720774,379,1655,18062,111
21,1,6,0,2,2,29.858485521,188,1678,16679,137
21,1,6,0,2,7,30.273542227,188,1678,16679,137
21,1,6,0,2,12,29.711524379,188,1678,16679,137
21,1,6,0,7,2,30.013160116,188,1678,16679,137
21,1,6,0,7,7,28.716742587,188,1678,16679,137
21,1,6,0,7,12,28.942760091,188,1678,16679,137
21,1,6,0,12,2,28.805768468,250,1678,16906,118
21,1,6,0,12,7,30.694223246,250,1678,16906,118
21,1,6,0,12,12,30.194993334,250,1678,16906,118
21,1,6,0,2,2,29.614400025,188,1678,16679,137
21,1,6,0,2,7,28.993188043,188,1678,16679,138
21,1,6,0,2,12,28.343197857,188,1678,16679,137
21,1,6,0,7,2,28.275941295,188,1678,16679,137
21,1,6,0,7,7,29.877642295,188,1678,16679,137
21,1,6,0,7,12,29.623196485,188,1678,16679,137
21,1,6,0,12,2,28.705576238,250,1678,16906,118
21,1,6,0,12,7,29.993730113,250,1678,16906,118
21,1,6,0,12,12,29.500035341,250,1678,16906,118
21,1,6,0,2,2,29.416367941,188,1678,16679,137
21,1,6,0,2,7,28.39643437,188,1678,16679,137
21,1,6,0,2,12,29.495956748,188,1678,16679,137
21,1,6,0,7,2,29.012342547,188,1678,16679,137
21,1,6,0,7,7,30.56960541,188,1678,16679,138
21,1,6,0,7,12,30.336425325,188,1678,16679,138
21,1,6,0,12,2,30.46541392,250,1678,16906,118
21,1,6,0,12,7,27.893994898,250,1678,16906,118
21,1,6,0,12,12,28.814358994,250,1678,16906,118
21,1,6,2,2,2,28.763177145,188,1678,16679,137
21,1,6,2,2,7,31.058145475,188,1678,16679,137
21,1,6,2,2,12,30.514757833,188,1678,16679,137
21,1,6,2,7,2,30.464723468,188,1678,16679,137
21,1,6,2,7,7,28.899188292,188,1678,16679,137
21,1,6,2,7,12,28.280202072,188,1678,16679,137
21,1,6,2,12,2,27.931427416,250,1678,16906,118
21,1,6,2,12,7,30.349386715,250,1678,16906,120
21,1,6,2,12,12,29.730841965,250,1678,16906,118
21,1,6,2,2,2,30.357352784,188,1678,16679,137
21,1,6,2,2,7,27.873422947,188,1678,16679,138
21,1,6,2,2,12,29.796829759,188,1678,16679,137
21,1,6,2,7,2,29.427891581,188,1678,16679,138
21,1,6,2,7,7,28.931147468,188,1678,16679,137
21,1,6,2,7,12,29.423749424,188,1678,16679,137
21,1,6,2,12,2,30.313046104,250,1678,16906,118
21,1,6,2,12,7,29.116679519,250,1678,16906,119
21,1,6,2,12,12,27.981901859,250,1678,16906,117
21,1,6,2,2,2,29.399808493,188,1678,16679,137
21,1,6,2,2,7,29.137836408,188,1678,16679,137
21,1,6,2,2,12,28.951518624,188,1678,16679,137
21,1,6,2,7,2,30.418338036,188,1678,16679,137
21,1,6,2,7,7,29.417759056,188,1678,16679,137
21,1,6,2,7,12,28.597730345,188,1678,16679,136
21,1,6,2,12,2,29.31569157,250,1678,16906,119
21,1,6,2,12,7,29.426695809,250,1678,16906,117
21,1,6,2,12,12,29.39121788,250,1678,16906,119
21,1,6,4,2,2,29.925661775,188,1678,16679,137
21,1,6,4,2,7,29.750590651,188,1678,16679,138
21,1,6,4,2,12,29.40369243,188,1678,16679,137
21,1,6,4,7,2,28.832581391,188,1678,16679,136
21,1,6,4,7,7,30.524146087,188,1678,16679,136
21,1,6,4,7,12,29.741022308,188,1678,16679,137
21,1,6,4,12,2,28.04150378,250,1678,16906,118
21,1,6,4,12,7,29.519206162,250,1678,16906,118
21,1,6,4,12,12,28.994923793,250,1678,16906,118
21,1,6,4,2,2,28.46870439,188,1678,16679,137
21,1,6,4,2,7,30.996712634,188,1678,16679,137
21,1,6,4,2,12,30.175695464,188,1678,16679,137
21,1,6,4,7,2,30.837904887,188,1678,16679,137
21,1,6,4,7,7,30.006934464,188,1678,16679,137
21,1,6,4,7,12,29.708952589,188,1678,16679,137
21,1,6,4,12,2,29.40255629,250,1678,16906,118
21,1,6,4,12,7,30.716022049,250,1678,16906,119
21,1,6,4,12,12,30.711189604,250,1678,16906,118
21,1,6,4,2,2,30.593132163,188,1678,16679,136
21,1,6,4,2,7,31.500355142,188,1678,16679,137
21,1,6,4,2,12,30.243768522,188,1678,16679,137
21,1,6,4,7,2,30.474617016,188,1678,16679,137
21,1,6,4,7,7,30.054635701,188,1678,16679,137
21,1,6,4,7,12,31.340208885,188,1678,16679,137
21,1,6,4,12,2,30.745329209,250,1678,16906,118
21,1,6,4,12,7,28.638639815,250,1678,16906,118
21,1,6,4,12,12,31.252206877,250,1678,16906,118
21,1,6,6,2,2,30.481537356,188,1678,16679,136
21,1,6,6,2,7,29.828473709,188,1678,16679,137
21,1,6,6,2,12,31.37341511,188,1678,16679,137
21,1,6,6,7,2,31.039002828,188,1678,16679,137
21,1,6,6,7,7,31.212351808,188,1678,16679,137
21,1,6,6,7,12,30.199800236,188,1678,16679,138
21,1,6,6,12,2,28.449715661,250,1678,16906,117
21,1,6,6,12,7,30.39761299,250,1678,16906,118
21,1,6,6,12,12,31.980404319,250,1678,16906,118
21,1,6,6,2,2,31.065109926,188,1678,16679,137
21,1,6,6,2,7,32.851673051,188,1678,16679,137
21,1,6,6,2,12,31.287925972,188,1678,16679,138
21,1,6,6,7,2,30.834825603,188,1678,16679,137
21,1,6,6,7,7,29.244235543,188,1678,16679,138
21,1,6,6,7,12,30.914821918,188,1678,16679,137
21,1,6,6,12,2,30.557255181,250,1678,16906,118
21,1,6,6,12,7,28.379678866,250,1678,16906,118
21,1,6,6,12,12,30.903162461,250,1678,16906,118
21,1,6,6,2,2,30.715597955,188,1678,16679,137
21,1,6,6,2,7,28.879220523,188,1678,16679,136
21,1,6,6,2,12,30.149695809,188,1678,16679,137
21,1,6,6,7,2,30.685786575,188,1678,16679,137
21,1,6,6,7,7,30.696508003,188,1678,16679,137
21,1,6,6,7,12,30.976336401,188,1678,16679,138
21,1,6,6,12,2,29.682349145,250,1678,16906,118
21,1,6,6,12,7,28.488614846,250,1678,16906,118
21,1,6,6,12,12,26.789031232,250,1678,16906,118
21,2,0,0,2,2,52.23196915,189,2105,31353,836
21,2,0,0,2,7,52.493059954,189,2105,31353,836
21,2,0,0,2,12,53.903608603,189,2105,31353,836
21,2,0,0,7,2,53.415140051,231,1637,17700,169
21,2,0,0,7,7,47.627509694,231,1637,17700,169
21,2,0,0,7,12,47.246531344,231,1637,17700,169
21,2,0,0,12,2,47.646842372,225,1580,14068,93
21,2,0,0,12,7,50.583151907,225,1580,14068,93
21,2,0,0,12,12,51.198853109,225,1580,14068,93
21,2,0,0,2,2,52.166375889,189,2105,31353,836
21,2,0,0,2,7,51.75375721,189,2105,31353,836
21,2,0,0,2,12,48.634128119,189,2105,31353,836
21,2,0,0,7,2,50.148444589,231,1637,17700,169
21,2,0,0,7,7,49.06435579,231,1637,17700,169
21,2,0,0,7,12,50.811483305,231,1637,17700,169
21,2,0,0,12,2,52.859842014,225,1580,14068,93
21,2,0,0,12,7,48.958009486,225,1580,14068,93
21,2,0,0,12,12,47.933371136,225,1580,14068,92
21,2,0,0,2,2,50.043954554,189,2105,31353,838
21,2,0,0,2,7,50.856529559,189,2105,31353,836
21,2,0,0,2,12,49.095169798,189,2105,31353,836
21,2,0,0,7,2,51.741491812,231,1637,17700,169
21,2,0,0,7,7,51.008072838,231,1637,17700,169
21,2,0,0,7,12,51.602648965,231,1637,17700,169
21,2,0,0,12,2,47.841917608,225,1580,14068,93
21,2,0,0,12,7,50.758322518,225,1580,14068,93
21,2,0,0,12,12,48.530554916,225,1580,14068,93
21,2,0,2,2,2,52.675039404,189,2105,31353,836
21,2,0,2,2,7,52.856542892,189,2105,31353,838
21,2,0,2,2,12,51.512907284,189,2105,31353,837
21,2,0,2,7,2,48.320827947,231,1637,17700,171
21,2,0,2,7,7,47.385333155,231,1637,17700,169
21,2,0,2,7,12,50.474801508,231,1637,17700,169
21,2,0,2,12,2,50.554489218,225,1580,14068,93
21,2,0,2,12,7,49.413096325,225,1580,14068,93
21,2,0,2,12,12,50.872480965,225,1580,14068,93
21,2,0,2,2,2,48.611117979,189,2105,31353,836
21,2,0,2,2,7,48.503953726,189,2105,31353,836
21,2,0,2,2,12,49.803409291,189,2105,31353,836
21,2,0,2,7,2,49.735010293,231,1637,17700,170
21,2,0,2,7,7,51.260189972,231,1637,17700,169
21,2,0,2,7,12,50.530062852,231,1637,17700,169
21,2,0,2,12,2,47.608925693,225,1580,14068,93
21,2,0,2,12,7,48.50533754,225,1580,14068,94
21,2,0,2,12,12,46.357452761,225,1580,14068,93
21,2,0,2,2,2,49.01829321,189,2105,31353,836
21,2,0,2,2,7,52.718168662,189,2105,31353,836
21,2,0,2,2,12,51.231243757,189,2105,31353,836
21,2,0,2,7,2,48.070979655,231,1637,17700,169
21,2,0,2,7,7,48.532301356,231,1637,17700,169
21,2,0,2,7,12,50.830772286,231,1637,17700,170
21,2,0,2,12,2,48.664573989,225,1580,14068,93
21,2,0,2,12,7,51.83298351,225,1580,14068,92
21,2,0,2,12,12,50.561712327,225,1580,14068,92
21,2,0,4,2,2,48.84780246,189,2105,31353,831
21,2,0,4,2,7,49.154922638,189,2105,31353,836
21,2,0,4,2,12,49.651143666,189,2105,31353,836
21,2,0,4,7,2,50.128522377,231,1637,17700,169
21,2,0,4,7,7,49.150861871,231,1637,17700,169
21,2,0,4,7,12,51.016630058,231,1637,17700,169
21,2,0,4,12,2,48.948887903,225,1580,14068,93
21,2,0,4,12,7,48.618688328,225,1580,14068,93
21,2,0,4,12,12,47.239676504,225,1580,14068,94
21,2,0,4,2,2,50.578513623,189,2105,31353,838
21,2,0,4,2,7,48.403373589,189,2105,31353,836
21,2,0,4,2,12,49.669657945,189,2105,31353,836
21,2,0,4,7,2,48.193699835,231,1637,17700,169
21,2,0,4,7,7,49.237436683,231,1637,17700,169
21,2,0,4,7,12,48.354834339,231,1637,17700,169
21,2,0,4,12,2,49.324067875,225,1580,14068,93
21,2,0,4,12,7,48.550005867,225,1580,14068,93
21,2,0,4,12,12,47.594481534,225,1580,14068,93
21,2,0,4,2,2,51.034474173,189,2105,31353,831
21,2,0,4,2,7,49.39967258,189,2105,31353,836
21,2,0,4,2,12,49.130540195,189,2105,31353,836
21,2,0,4,7,2,49.699051979,231,1637,17700,170
21,2,0,4,7,7,50.572985922,231,1637,17700,169
21,2,0,4,7,12,49.319350256,231,1637,17700,169
21,2,0,4,12,2,48.25337647,225,1580,14068,92
21,2,0,4,12,7,48.414579428,225,1580,14068,93
21,2,0,4,12,12,48.78467206,225,1580,14068,93
21,2,0,6,2,2,50.309190083,189,2105,31353,836
21,2,0,6,2,7,50.390999769,189,2105,31353,831
21,2,0,6,2,12,50.950838464,189,2105,31353,836
21,2,0,6,7,2,46.226696425,231,1637,17700,169
21,2,0,6,7,7,48.46329942,231,1637,17700,169
21,2,0,6,7,12,49.024117922,231,1637,17700,169
21,2,0,6,12,2,49.705498214,225,1580,14068,93
21,2,0,6,12,7,48.632741747,225,1580,14068,93
21,2,0,6,12,12,47.768385451,225,1580,14068,93
21,2,0,6,2,2,50.221990342,189,2105,31353,836
21,2,0,6,2,7,50.990340402,189,2105,31353,836
21,2,0,6,2,12,50.217442655,189,2105,31353,836
21,2,0,6,7,2,51.199248205,231,1637,17700,169
21,2,0,6,7,7,50.066698902,231,1637,17700,169
21,2,0,6,7,12,49.675307969,231,1637,17700,169
21,2,0,6,12,2,49.08023001,225,1580,14068,93
21,2,0,6,12,7,48.969268496,225,1580,14068,93
21,2,0,6,12,12,47.539349648,225,1580,14068,93
21,2,0,6,2,2,51.332744266,189,2105,31353,836
21,2,0,6,2,7,50.203594316,189,2105,31353,836
21,2,0,6,2,12,48.160862523,189,2105,31353,836
21,2,0,6,7,2,48.242982357,231,1637,17700,169
21,2,0,6,7,7,50.109375682,231,1637,17700,169
21,2,0,6,7,12,48.472306692,231,1637,17700,170
21,2,0,6,12,2,55.694801208,225,1580,14068,93
21,2,0,6,12,7,57.854379796,225,1580,14068,93
21,2,0,6,12,12,56.879386204,225,1580,14068,93
21,2,2,0,2,2,22.749549561,152,1763,23114,352
21,2,2,0,2,7,25.22446923,152,1763,23114,352
21,2,2,0,2,12,24.864923119,152,1763,23114,352
21,2,2,0,7,2,25.377539605,299,1763,19986,196
21,2,2,0,7,7,27.9999342,299,1763,19986,196
21,2,2,0,7,12,30.943054731,299,1763,19986,196
21,2,2,0,12,2,32.074748185,591,1680,17519,90
21,2,2,0,12,7,31.454196239,591,1680,17519,90
21,2,2,0,12,12,30.619066308,591,1680,17519,89
21,2,2,0,2,2,31.261165938,152,1763,23114,352
21,2,2,0,2,7,29.516073956,152,1763,23114,352
21,2,2,0,2,12,31.288717723,152,1763,23114,350
21,2,2,0,7,2,30.823597037,299,1763,19986,197
21,2,2,0,7,7,30.728470064,299,1763,19986,196
21,2,2,0,7,12,30.765174331,299,1763,19986,196
21,2,2,0,12,2,29.815554902,591,1680,17519,89
21,2,2,0,12,7,28.461813952,591,1680,17519,89
21,2,2,0,12,12,30.141259727,591,1680,17519,89
21,2,2,0,2,2,30.87209453,152,1763,23114,352
